narrative_id,token_id,topic,start_time,end_time,posts
n00280,TAO,Bot Spike (Week 4),2025-01-20 00:43:25,2025-01-26 23:54:50,"p0000092,p0000658,p0001096,p0001272,p0001653,p0001792,p0002012,p0002772,p0003343,p0003657,p0004146,p0005203,p0006347,p0006706,p0006951,p0007947,p0008879,p0009470,p0010836,p0011312"
n00281,TAO,Bot Spike (Week 5),2025-01-27 00:14:17,2025-02-02 23:40:40,"p0000213,p0000552,p0001083,p0001327,p0001506,p0002307,p0002812,p0003652,p0003785,p0003790,p0004182,p0004296,p0004364,p0005204,p0005433,p0005792,p0007543,p0007597,p0008118,p0008428"
n00282,TAO,Bot Spike (Week 6),2025-02-03 00:05:08,2025-02-09 23:50:56,"p0000074,p0000421,p0000538,p0001544,p0002037,p0002337,p0002683,p0003094,p0003561,p0003596,p0004800,p0004825,p0005274,p0005309,p0005322,p0005340,p0005598,p0006243,p0006362,p0006489"
n00283,TAO,Bot Spike (Week 7),2025-02-10 00:41:53,2025-02-16 23:39:02,"p0000124,p0000223,p0000366,p0000853,p0002732,p0002935,p0003149,p0003354,p0004500,p0004784,p0004840,p0005679,p0005791,p0006077,p0006399,p0006499,p0006722,p0006771,p0006876,p0007332"
n00284,TAO,Bot Spike (Week 8),2025-02-17 00:24:50,2025-02-23 23:33:34,"p0000386,p0001953,p0002179,p0002253,p0002743,p0002918,p0002972,p0003037,p0004058,p0004615,p0004768,p0007796,p0008815,p0009148,p0010098,p0010646,p0011085,p0011198,p0011225,p0011357"
n00285,TAO,Bot Spike (Week 9),2025-02-24 00:31:39,2025-03-02 23:57:58,"p0000405,p0001249,p0001332,p0001864,p0003398,p0003624,p0004258,p0005437,p0005476,p0005711,p0005875,p0006439,p0007475,p0008378,p0008578,p0008834,p0009248,p0009622,p0009931,p0010708"
n00286,TAO,Bot Spike (Week 10),2025-03-03 00:47:34,2025-03-09 22:59:11,"p0000260,p0000880,p0000949,p0001226,p0002140,p0002553,p0004250,p0004925,p0004956,p0005226,p0005236,p0005588,p0005999,p0006067,p0006348,p0006496,p0007131,p0007612,p0007944,p0009851"
n00287,TAO,Bot Spike (Week 11),2025-03-10 02:26:06,2025-03-16 22:59:52,"p0000683,p0001398,p0001519,p0002200,p0003148,p0004580,p0004950,p0005126,p0005247,p0005459,p0005897,p0006320,p0007551,p0007816,p0007959,p0008091,p0008430,p0008439,p0010268,p0010344"
n00288,TAO,Bot Spike (Week 12),2025-03-17 01:38:50,2025-03-23 22:39:05,"p0000926,p0001078,p0001109,p0001609,p0001879,p0004009,p0004630,p0004649,p0005220,p0005953,p0006011,p0006310,p0006655,p0006788,p0007005,p0007078,p0007601,p0007846,p0007983,p0008355"
n00289,TAO,Bot Spike (Week 13),2025-03-24 00:23:38,2025-03-30 22:22:32,"p0000803,p0001465,p0001928,p0002362,p0003349,p0003479,p0003625,p0003741,p0004100,p0004570,p0005271,p0006142,p0006569,p0007326,p0007402,p0007577,p0007962,p0008377,p0008440,p0008586"
n00290,TAO,Bot Spike (Week 14),2025-03-31 03:00:59,2025-03-31 21:19:37,"p0001219,p0003204,p0006491,p0007537,p0008295,p0014758,p0029541,p0032956,p0035191,p0038332,p0042876,p0046283,p0049019,p0052351,p0053890,p0054991,p0056024,p0069132,p0069142,p0070248"
n00291,TAO,Coordinated Spike (Week 1),2025-01-01 00:20:21,2025-01-05 22:40:11,"p0000562,p0001032,p0001914,p0002761,p0007986,p0008691,p0010448,p0010693,p0011847,p0014420,p0015327,p0017445,p0018382,p0019053,p0019972,p0022145,p0024721,p0026805,p0026907,p0028432"
n00292,TAO,Coordinated Spike (Week 2),2025-01-06 01:38:51,2025-01-12 23:29:03,"p0000036,p0000068,p0000072,p0000079,p0001627,p0002844,p0003501,p0004023,p0007971,p0007998,p0008387,p0008766,p0009758,p0010976,p0014623,p0017886,p0017919,p0018237,p0019637,p0020290"
n00293,TAO,Coordinated Spike (Week 3),2025-01-13 00:36:44,2025-01-19 16:13:32,"p0000504,p0003216,p0003511,p0004369,p0005114,p0005266,p0006775,p0006910,p0006953,p0007888,p0008013,p0008739,p0009253,p0009359,p0010311,p0010947,p0011035,p0011297,p0011449,p0012017"
n00294,TAO,Coordinated Spike (Week 4),2025-01-20 01:53:00,2025-01-26 23:50:47,"p0000050,p0000503,p0000931,p0002850,p0003273,p0003781,p0004103,p0004944,p0004960,p0006881,p0007863,p0009003,p0011229,p0012340,p0014873,p0016534,p0016681,p0016707,p0018538,p0018938"
n00295,TAO,Coordinated Spike (Week 5),2025-01-27 01:04:38,2025-02-02 22:59:09,"p0000678,p0001674,p0002787,p0003055,p0004217,p0005478,p0006138,p0006170,p0006896,p0008071,p0008100,p0009590,p0009896,p0009924,p0010677,p0010940,p0011114,p0012863,p0014809,p0015674"
n00296,TAO,Coordinated Spike (Week 6),2025-02-03 00:38:34,2025-02-09 23:48:15,"p0000580,p0000890,p0000975,p0001622,p0001752,p0002520,p0002665,p0004466,p0006828,p0007451,p0009877,p0010039,p0011048,p0013703,p0013752,p0014031,p0014585,p0014614,p0015299,p0019438"
n00297,TAO,Coordinated Spike (Week 7),2025-02-10 01:45:27,2025-02-16 22:49:22,"p0001060,p0001178,p0001203,p0001613,p0002051,p0002164,p0002546,p0003444,p0003881,p0006848,p0008979,p0009653,p0011608,p0013176,p0014680,p0015343,p0015388,p0017407,p0017532,p0017881"
n00298,TAO,Coordinated Spike (Week 8),2025-02-17 01:13:33,2025-02-23 21:43:03,"p0000278,p0000825,p0001251,p0002570,p0002989,p0003715,p0004189,p0004627,p0005072,p0005136,p0005574,p0005853,p0006504,p0006690,p0008194,p0009145,p0009517,p0010882,p0011791,p0012397"
n00299,TAO,Coordinated Spike (Week 9),2025-02-24 01:38:05,2025-03-02 21:16:15,"p0001193,p0002004,p0002078,p0004349,p0004398,p0004689,p0004954,p0005149,p0005989,p0007822,p0008130,p0008246,p0008643,p0009781,p0012106,p0012506,p0013813,p0016652,p0018089,p0018631"
n00300,TAO,Coordinated Spike (Week 10),2025-03-03 02:28:29,2025-03-09 23:44:02,"p0003578,p0006344,p0006595,p0006929,p0007222,p0007739,p0008954,p0009704,p0010392,p0010418,p0010430,p0011298,p0011508,p0011710,p0013629,p0013637,p0017172,p0020022,p0020224,p0020487"
n00301,TAO,Coordinated Spike (Week 11),2025-03-10 00:23:47,2025-03-16 23:06:35,"p0001516,p0001562,p0003245,p0003510,p0003990,p0004504,p0004773,p0005153,p0005275,p0005839,p0006064,p0006987,p0007427,p0008043,p0009007,p0009709,p0010814,p0010862,p0012193,p0012407"
n00302,TAO,Coordinated Spike (Week 12),2025-03-17 02:16:36,2025-03-23 21:36:33,"p0000505,p0001889,p0003063,p0004045,p0005130,p0007130,p0007134,p0007350,p0007997,p0008251,p0008604,p0010581,p0011914,p0012323,p0014418,p0014508,p0014678,p0016744,p0017260,p0019980"
n00303,TAO,Coordinated Spike (Week 13),2025-03-24 01:35:08,2025-03-30 22:25:33,"p0000052,p0002201,p0002314,p0006571,p0007160,p0007445,p0008797,p0009262,p0009842,p0012555,p0013145,p0013443,p0014121,p0016520,p0018925,p0019996,p0020410,p0020556,p0020871,p0020915"
n00304,TAO,Coordinated Spike (Week 14),2025-03-31 02:23:05,2025-03-31 22:40:08,"p0001476,p0003022,p0015594,p0018047,p0022316,p0035702,p0041395,p0042402,p0044077,p0051170,p0053703,p0060112,p0074613,p0074950,p0075576,p0080960,p0088291,p0093138,p0095549"
n00305,TAO,Doubt Spike (Week 1),2025-01-01 01:36:18,2025-01-05 21:16:38,"p0000294,p0000855,p0001807,p0003597,p0003919,p0003968,p0004284,p0004314,p0004494,p0005800,p0006763,p0006913,p0007055,p0007640,p0008147,p0009136,p0009222,p0010892,p0013708,p0013780"
n00306,TAO,Doubt Spike (Week 2),2025-01-06 06:19:25,2025-01-12 22:09:32,"p0000626,p0000763,p0001430,p0001480,p0002039,p0004637,p0005112,p0005267,p0006531,p0006721,p0006871,p0007169,p0007356,p0008182,p0008333,p0008363,p0008902,p0010420,p0010461,p0010588"
n00307,TAO,Doubt Spike (Week 3),2025-01-13 00:11:14,2025-01-19 22:16:53,"p0000531,p0001121,p0002258,p0003421,p0005045,p0005184,p0005331,p0006410,p0006746,p0007474,p0007765,p0008897,p0009887,p0009994,p0010226,p0011380,p0011451,p0011754,p0012796,p0012876"
n00308,TAO,Doubt Spike (Week 4),2025-01-20 00:26:11,2025-01-26 23:47:16,"p0000862,p0002163,p0003601,p0004116,p0004435,p0004731,p0006062,p0006593,p0006980,p0007021,p0007431,p0007450,p0008817,p0008837,p0009223,p0009500,p0010183,p0011354,p0011870,p0013851"
n00309,TAO,Doubt Spike (Week 5),2025-01-27 00:25:07,2025-02-02 23:29:58,"p0000136,p0003188,p0003258,p0003875,p0005083,p0007271,p0008620,p0008889,p0009810,p0011509,p0011809,p0016187,p0016705,p0017078,p0018213,p0019255,p0019989,p0020719,p0021994,p0022261"
n00310,TAO,Doubt Spike (Week 6),2025-02-03 00:07:52,2025-02-09 22:03:14,"p0000082,p0000309,p0001027,p0001461,p0001502,p0001768,p0002498,p0002793,p0002951,p0003255,p0004515,p0004721,p0004953,p0006857,p0009839,p0012180,p0012271,p0013124,p0013683,p0013955"
n00311,TAO,Doubt Spike (Week 7),2025-02-10 00:53:32,2025-02-16 23:30:32,"p0000563,p0000724,p0000998,p0001085,p0001824,p0002287,p0003572,p0004375,p0005411,p0007091,p0009643,p0010286,p0011595,p0012144,p0013246,p0014138,p0014301,p0014302,p0014600,p0014810"
n00312,TAO,Doubt Spike (Week 8),2025-02-17 01:20:55,2025-02-23 22:23:13,"p0000003,p0000156,p0000657,p0001232,p0001344,p0002077,p0002504,p0002911,p0003852,p0004928,p0005192,p0005393,p0005548,p0006768,p0007433,p0009321,p0010869,p0010922,p0011661,p0011755"
n00313,TAO,Doubt Spike (Week 9),2025-02-24 00:31:24,2025-03-02 23:30:28,"p0000316,p0000432,p0001160,p0002898,p0003367,p0003887,p0004269,p0006053,p0006223,p0008059,p0008404,p0008789,p0008890,p0009927,p0010401,p0010669,p0010757,p0011471,p0011477,p0013476"
n00314,TAO,Doubt Spike (Week 10),2025-03-03 00:56:43,2025-03-09 23:43:03,"p0000159,p0000214,p0000781,p0001046,p0002431,p0002536,p0002912,p0003426,p0004415,p0005399,p0005405,p0007392,p0008191,p0008882,p0009859,p0010498,p0013416,p0013643,p0014025,p0014289"
n00315,TAO,Doubt Spike (Week 11),2025-03-10 00:50:45,2025-03-16 23:37:29,"p0000234,p0001065,p0001202,p0001356,p0002183,p0002527,p0003168,p0004754,p0005016,p0008609,p0008800,p0009140,p0009769,p0010692,p0010765,p0010979,p0011657,p0012718,p0016389,p0016427"
n00316,TAO,Doubt Spike (Week 12),2025-03-17 00:01:51,2025-03-23 23:27:38,"p0002712,p0004357,p0005205,p0005686,p0005808,p0006762,p0006971,p0007387,p0008396,p0008531,p0008598,p0008685,p0009180,p0012626,p0012642,p0013276,p0015708,p0015809,p0016103,p0017457"
n00317,TAO,Doubt Spike (Week 13),2025-03-24 00:13:16,2025-03-30 23:07:00,"p0000729,p0001004,p0001972,p0003089,p0003506,p0003688,p0003751,p0004036,p0004270,p0004412,p0005941,p0006295,p0006308,p0007757,p0007791,p0008756,p0010203,p0010212,p0010822,p0011176"
n00318,TAO,Doubt Spike (Week 14),2025-03-31 00:46:27,2025-03-31 23:27:19,"p0010714,p0010858,p0011184,p0013319,p0031413,p0034436,p0037634,p0046885,p0048057,p0048617,p0058495,p0061783,p0063601,p0066135,p0069504,p0072574,p0073452,p0076898,p0082752,p0084635"
n00319,TAO,Fake News Spike (Week 1),2025-01-01 15:36:32,2025-01-05 22:24:35,"p0006250,p0006728,p0007827,p0016292,p0018385,p0023544,p0024450,p0024605,p0026413,p0028112,p0028241,p0035125,p0036393,p0039767,p0040442,p0040917,p0041071,p0050367,p0052793,p0054771"
n00320,TAO,Fake News Spike (Week 2),2025-01-06 03:44:45,2025-01-12 14:03:26,"p0006246,p0010022,p0012192,p0013665,p0018103,p0019460,p0023333,p0023477,p0024420,p0026119,p0031685,p0040189,p0041958,p0044775,p0047994,p0055500,p0056204,p0058607,p0059831,p0059897"
n00321,TAO,Fake News Spike (Week 3),2025-01-13 00:09:58,2025-01-19 22:00:07,"p0001378,p0006698,p0007510,p0009089,p0014453,p0017668,p0023210,p0025179,p0027035,p0034841,p0039101,p0045381,p0046797,p0048485,p0054405,p0061813,p0062073,p0064547,p0073170,p0073554"
n00322,TAO,Fake News Spike (Week 4),2025-01-20 00:41:06,2025-01-26 11:57:36,"p0001130,p0002141,p0006784,p0015008,p0016656,p0020369,p0024596,p0025923,p0028541,p0029102,p0031089,p0032719,p0033297,p0039063,p0039164,p0049249,p0051957,p0055531,p0057507,p0059312"
n00323,TAO,Fake News Spike (Week 5),2025-01-27 01:22:38,2025-02-02 21:25:12,"p0003993,p0004470,p0006714,p0009930,p0020916,p0025396,p0028681,p0031776,p0037376,p0040627,p0041350,p0043080,p0044817,p0048993,p0055416,p0065001,p0069299,p0069947,p0072038,p0074787"
n00324,TAO,Fake News Spike (Week 6),2025-02-03 07:22:42,2025-02-09 22:39:27,"p0002211,p0004832,p0006998,p0007172,p0008111,p0009555,p0010770,p0018649,p0019847,p0022104,p0024955,p0025540,p0027499,p0029172,p0030921,p0035021,p0037883,p0041740,p0041748,p0043803"
n00325,TAO,Fake News Spike (Week 7),2025-02-10 00:10:43,2025-02-16 16:53:55,"p0000145,p0008065,p0009024,p0009450,p0011601,p0013567,p0015264,p0016925,p0019251,p0023553,p0024554,p0027436,p0027802,p0031158,p0031231,p0032201,p0032461,p0038547,p0044431,p0047515"
n00326,TAO,Fake News Spike (Week 8),2025-02-17 01:33:30,2025-02-23 22:24:51,"p0001772,p0002440,p0009783,p0014561,p0015137,p0018276,p0025499,p0025827,p0027753,p0028837,p0029026,p0029131,p0033126,p0033450,p0034537,p0036467,p0038873,p0040937,p0043005,p0043907"
n00327,TAO,Fake News Spike (Week 9),2025-02-24 03:00:53,2025-03-02 20:18:31,"p0000616,p0002188,p0002505,p0003416,p0008005,p0010889,p0013220,p0014974,p0015513,p0017331,p0019001,p0027439,p0028464,p0028702,p0041567,p0041734,p0044209,p0046112,p0051895,p0055047"
n00328,TAO,Fake News Spike (Week 10),2025-03-03 13:41:33,2025-03-09 22:08:13,"p0004324,p0004520,p0008659,p0009312,p0012039,p0016131,p0016689,p0028880,p0029283,p0030153,p0030843,p0034325,p0034788,p0037098,p0037903,p0040889,p0046348,p0050302,p0054543,p0055085"
n00329,TAO,Fake News Spike (Week 11),2025-03-10 11:43:53,2025-03-16 20:22:15,"p0003517,p0013202,p0016333,p0025266,p0025944,p0026465,p0030743,p0033164,p0033684,p0034633,p0034697,p0039386,p0040783,p0041457,p0043168,p0045311,p0046911,p0048125,p0048361,p0048451"
n00330,TAO,Fake News Spike (Week 12),2025-03-17 03:46:36,2025-03-23 23:54:44,"p0001556,p0010129,p0017320,p0021310,p0022449,p0025369,p0027663,p0027782,p0030926,p0031657,p0033196,p0035883,p0037216,p0038219,p0038537,p0039241,p0039838,p0040835,p0041308,p0048881"
n00331,TAO,Fake News Spike (Week 13),2025-03-24 01:51:28,2025-03-30 07:24:58,"p0000336,p0002644,p0011805,p0018165,p0018453,p0020033,p0021978,p0023118,p0023576,p0026623,p0027196,p0027505,p0032066,p0032145,p0034968,p0039322,p0039548,p0049616,p0050852,p0058845"
n00332,TAO,Fake News Spike (Week 14),2025-03-31 00:34:21,2025-03-31 14:59:13,"p0017651,p0024921,p0050495,p0057757,p0064006,p0069443,p0084131"
n00333,XCY,Bot Spike (Week 1),2025-01-01 00:34:15,2025-01-05 21:36:45,"p0000747,p0001123,p0001148,p0002220,p0004690,p0005044,p0005534,p0006756,p0007497,p0009988,p0010671,p0010928,p0011383,p0013354,p0013563,p0013888,p0015032,p0015629,p0015713,p0017432"
n00334,XCY,Bot Spike (Week 2),2025-01-06 01:16:59,2025-01-12 21:34:55,"p0000139,p0000158,p0000188,p0000250,p0001255,p0001577,p0001878,p0002050,p0002322,p0003035,p0003053,p0003156,p0003388,p0003987,p0004550,p0004796,p0004831,p0005216,p0005406,p0005681"
n00335,XCY,Bot Spike (Week 3),2025-01-13 00:39:20,2025-01-19 23:01:09,"p0000434,p0001464,p0001971,p0002095,p0002150,p0003425,p0003684,p0003760,p0004290,p0005229,p0005300,p0005342,p0005479,p0006070,p0008703,p0008793,p0008848,p0009752,p0010197,p0010952"
n00336,XCY,Bot Spike (Week 4),2025-01-20 00:26:17,2025-01-26 22:52:09,"p0001373,p0002329,p0002428,p0002535,p0003135,p0003647,p0003745,p0004267,p0004447,p0004895,p0005317,p0005410,p0005938,p0005998,p0007930,p0008365,p0009060,p0009920,p0010213,p0010939"
n00337,XCY,Bot Spike (Week 5),2025-01-27 00:03:03,2025-02-02 23:05:38,"p0000141,p0000455,p0000611,p0000868,p0000968,p0000997,p0001382,p0002949,p0003512,p0005223,p0006068,p0006172,p0006199,p0006211,p0006803,p0007413,p0007925,p0008373,p0008670,p0008980"
n00338,XCY,Bot Spike (Week 6),2025-02-03 00:00:25,2025-02-09 23:35:36,"p0001846,p0001899,p0001949,p0002058,p0002403,p0002547,p0002630,p0003543,p0004915,p0004969,p0005221,p0005957,p0006078,p0007256,p0007288,p0008767,p0008861,p0008984,p0009457,p0009476"
n00339,XCY,Bot Spike (Week 7),2025-02-10 00:27:13,2025-02-16 23:36:48,"p0000680,p0001094,p0001184,p0001417,p0001908,p0001919,p0002347,p0003900,p0004274,p0005397,p0006192,p0006321,p0006911,p0007115,p0007193,p0008180,p0008949,p0009113,p0009296,p0009345"
n00340,XCY,Bot Spike (Week 8),2025-02-17 00:04:56,2025-02-23 23:21:38,"p0000114,p0001753,p0003675,p0004057,p0004289,p0004941,p0005081,p0005328,p0005771,p0006277,p0006700,p0008232,p0008807,p0008950,p0008973,p0009282,p0009379,p0009587,p0010030,p0011622"
n00341,XCY,Bot Spike (Week 9),2025-02-24 01:51:38,2025-03-02 23:27:07,"p0000383,p0000426,p0000577,p0000974,p0001698,p0002114,p0002326,p0002973,p0004594,p0005372,p0006284,p0006367,p0006412,p0006487,p0006782,p0006888,p0007052,p0007236,p0007659,p0007913"
n00342,XCY,Bot Spike (Week 10),2025-03-03 00:44:54,2025-03-09 23:51:11,"p0000413,p0000555,p0001218,p0001980,p0002530,p0002713,p0002840,p0003208,p0004168,p0004174,p0004204,p0004787,p0004835,p0004853,p0004887,p0005141,p0005639,p0005866,p0005892,p0006611"
n00343,XCY,Bot Spike (Week 11),2025-03-10 00:09:23,2025-03-16 22:34:08,"p0000534,p0000885,p0000921,p0001374,p0001771,p0002795,p0002887,p0003616,p0003622,p0003650,p0004111,p0004333,p0004401,p0004967,p0005094,p0005161,p0006111,p0006526,p0007218,p0007514"
n00344,XCY,Bot Spike (Week 12),2025-03-17 00:03:19,2025-03-23 22:46:10,"p0000101,p0000347,p0000854,p0000865,p0001258,p0002214,p0004898,p0006040,p0006512,p0006587,p0006797,p0007344,p0007369,p0007970,p0008299,p0009378,p0010444,p0010661,p0011185,p0011808"
n00345,XCY,Bot Spike (Week 13),2025-03-24 00:04:19,2025-03-30 22:25:29,"p0000095,p0001000,p0001152,p0001155,p0001649,p0001776,p0002005,p0003016,p0003116,p0003239,p0003360,p0003857,p0004294,p0004886,p0004892,p0005131,p0005182,p0006579,p0006776,p0008525"
n00346,XCY,Bot Spike (Week 14),2025-03-31 00:33:35,2025-03-31 23:51:31,"p0001116,p0004732,p0008292,p0010774,p0011137,p0011300,p0012161,p0014792,p0016219,p0017509,p0024095,p0033418,p0041124,p0048344,p0051689,p0052706,p0057713,p0058487,p0063023,p0065797"
n00347,XCY,Coordinated Spike (Week 1),2025-01-01 00:38:22,2025-01-05 20:34:03,"p0000138,p0004370,p0004525,p0006171,p0008709,p0009987,p0011110,p0013123,p0013252,p0014210,p0016095,p0016407,p0017375,p0022892,p0024849,p0025123,p0027812,p0027873,p0030127,p0031001"
n00348,XCY,Coordinated Spike (Week 2),2025-01-06 01:19:42,2025-01-12 20:39:23,"p0002906,p0003587,p0004022,p0004685,p0005006,p0006146,p0006518,p0006566,p0007609,p0008603,p0008846,p0008864,p0009383,p0009519,p0009889,p0011095,p0011240,p0012055,p0012063,p0013634"
n00349,XCY,Coordinated Spike (Week 3),2025-01-13 00:09:15,2025-01-19 20:37:24,"p0001186,p0001204,p0001658,p0002340,p0004151,p0004293,p0004316,p0004456,p0004882,p0004995,p0005691,p0009513,p0012038,p0012523,p0012623,p0012656,p0013488,p0013931,p0014125,p0014470"
n00350,XCY,Coordinated Spike (Week 4),2025-01-20 04:21:44,2025-01-26 23:17:34,"p0000452,p0000882,p0001215,p0002070,p0002234,p0003654,p0005345,p0007277,p0007870,p0008181,p0010915,p0011853,p0011927,p0012406,p0013300,p0013485,p0014431,p0014743,p0015633,p0015985"
n00351,XCY,Coordinated Spike (Week 5),2025-01-27 00:21:07,2025-02-02 23:47:16,"p0000622,p0002920,p0003351,p0003635,p0005932,p0006013,p0007643,p0008272,p0008314,p0008446,p0010079,p0010406,p0011128,p0011187,p0011199,p0011703,p0012163,p0012313,p0013711,p0014593"
n00352,XCY,Coordinated Spike (Week 6),2025-02-03 00:32:33,2025-02-09 23:38:53,"p0000946,p0002507,p0003744,p0004193,p0004288,p0006434,p0006835,p0008617,p0008822,p0010153,p0010469,p0012583,p0013925,p0015632,p0015742,p0015993,p0016054,p0018068,p0018568,p0019170"
n00353,XCY,Coordinated Spike (Week 7),2025-02-10 00:05:06,2025-02-16 20:43:36,"p0002292,p0006603,p0007085,p0007666,p0010926,p0011713,p0012135,p0013241,p0014605,p0021353,p0021428,p0021974,p0022391,p0022541,p0023643,p0024089,p0024854,p0025620,p0026300,p0026982"
n00354,XCY,Coordinated Spike (Week 8),2025-02-17 00:18:55,2025-02-23 23:56:32,"p0002339,p0002770,p0003907,p0005419,p0006400,p0007121,p0008744,p0009183,p0009403,p0009692,p0009841,p0011174,p0012184,p0014063,p0014176,p0014610,p0015958,p0016386,p0016617,p0016900"
n00355,XCY,Coordinated Spike (Week 9),2025-02-24 00:33:04,2025-03-02 21:33:54,"p0000198,p0000220,p0001507,p0003235,p0003832,p0004387,p0004893,p0005665,p0005840,p0006817,p0007182,p0008474,p0009504,p0010151,p0010675,p0011338,p0011948,p0014559,p0015533,p0015539"
n00356,XCY,Coordinated Spike (Week 10),2025-03-03 00:56:50,2025-03-09 22:01:32,"p0000430,p0002614,p0002984,p0005603,p0005835,p0005846,p0006207,p0006990,p0007157,p0009753,p0010432,p0012576,p0012689,p0014003,p0014749,p0015446,p0015643,p0015671,p0016316,p0016996"
n00357,XCY,Coordinated Spike (Week 11),2025-03-10 00:01:45,2025-03-16 22:28:53,"p0000054,p0000067,p0000329,p0000409,p0001945,p0002056,p0002601,p0003452,p0003813,p0003893,p0003895,p0004620,p0010547,p0012312,p0013945,p0015811,p0016383,p0016941,p0017116,p0018390"
n00358,XCY,Coordinated Spike (Week 12),2025-03-17 00:45:26,2025-03-23 23:22:30,"p0001675,p0001841,p0002042,p0003158,p0004218,p0004300,p0004410,p0004513,p0005122,p0006607,p0010051,p0010127,p0010912,p0013002,p0013481,p0014186,p0014198,p0015260,p0015827,p0019730"
n00359,XCY,Coordinated Spike (Week 13),2025-03-24 00:00:08,2025-03-30 23:37:01,"p0000545,p0001375,p0002432,p0002475,p0002847,p0004106,p0004234,p0004366,p0005080,p0006324,p0007341,p0008119,p0008195,p0009334,p0009357,p0010133,p0012120,p0012894,p0013264,p0014377"
n00360,XCY,Coordinated Spike (Week 14),2025-03-31 01:19:16,2025-03-31 23:01:54,"p0006198,p0010421,p0012618,p0018729,p0020447,p0022533,p0026832,p0029374,p0033268,p0035709,p0055243,p0074662,p0080375,p0085825,p0092255"
n00361,XCY,Doubt Spike (Week 1),2025-01-01 01:15:43,2025-01-05 23:11:23,"p0000508,p0001498,p0003026,p0004199,p0004596,p0007312,p0008858,p0010450,p0010464,p0010491,p0010523,p0010636,p0012298,p0012569,p0013249,p0013820,p0017248,p0017731,p0018470,p0018694"
n00362,XCY,Doubt Spike (Week 2),2025-01-06 00:52:56,2025-01-12 19:42:23,"p0000259,p0000535,p0000973,p0001185,p0001957,p0002127,p0002162,p0002181,p0002677,p0004137,p0005264,p0005864,p0006094,p0006209,p0006386,p0007790,p0008146,p0008258,p0008529,p0008576"
n00363,XCY,Doubt Spike (Week 3),2025-01-13 00:02:28,2025-01-19 23:34:42,"p0000801,p0001600,p0002018,p0002047,p0002476,p0003759,p0003762,p0004084,p0004448,p0006671,p0007313,p0010364,p0010856,p0012470,p0016071,p0016906,p0017877,p0018130,p0019613,p0019938"
n00364,XCY,Doubt Spike (Week 4),2025-01-20 00:18:37,2025-01-26 22:52:38,"p0000229,p0001362,p0003288,p0003948,p0004097,p0004368,p0004909,p0006528,p0006679,p0006737,p0008046,p0008436,p0009221,p0010239,p0010290,p0010549,p0012186,p0012345,p0012513,p0013465"
n00365,XCY,Doubt Spike (Week 5),2025-01-27 02:46:30,2025-02-02 23:39:30,"p0001759,p0002009,p0002146,p0002385,p0002670,p0003539,p0003658,p0003979,p0004231,p0004434,p0004804,p0004927,p0005000,p0005102,p0005158,p0005492,p0005602,p0005948,p0006196,p0006303"
n00366,XCY,Doubt Spike (Week 6),2025-02-03 00:40:03,2025-02-09 22:20:36,"p0000447,p0001195,p0002288,p0003369,p0004679,p0006020,p0007252,p0007999,p0008399,p0008594,p0011127,p0011179,p0011432,p0012865,p0013979,p0014407,p0014796,p0015473,p0016593,p0016643"
n00367,XCY,Doubt Spike (Week 7),2025-02-10 02:48:55,2025-02-16 19:31:54,"p0001337,p0001390,p0002655,p0002799,p0003477,p0003592,p0004295,p0005576,p0006498,p0006544,p0006796,p0007840,p0008022,p0008519,p0011946,p0012989,p0013368,p0013797,p0013881,p0013962"
n00368,XCY,Doubt Spike (Week 8),2025-02-17 00:31:26,2025-02-23 23:03:16,"p0000759,p0003093,p0003302,p0005260,p0005774,p0005985,p0006217,p0007645,p0008570,p0009351,p0010086,p0010243,p0011638,p0012104,p0012319,p0013335,p0013626,p0013649,p0014343,p0014681"
n00369,XCY,Doubt Spike (Week 9),2025-02-24 00:03:41,2025-03-02 23:38:30,"p0000007,p0000863,p0001010,p0001335,p0001444,p0001459,p0002057,p0002482,p0003792,p0005086,p0005279,p0005930,p0006274,p0006645,p0007254,p0008926,p0009387,p0009511,p0009943,p0011682"
n00370,XCY,Doubt Spike (Week 10),2025-03-03 01:43:11,2025-03-09 21:53:05,"p0000489,p0000891,p0001712,p0001910,p0002019,p0002414,p0003966,p0004512,p0005054,p0006705,p0006993,p0007167,p0007281,p0007345,p0007359,p0007838,p0008324,p0008763,p0009702,p0010842"
n00371,XCY,Doubt Spike (Week 11),2025-03-10 00:29:12,2025-03-16 21:50:43,"p0001179,p0001813,p0001951,p0001995,p0002419,p0002619,p0003176,p0003348,p0003469,p0003589,p0004336,p0004751,p0005688,p0005872,p0006836,p0006843,p0007974,p0008165,p0008361,p0008477"
n00372,XCY,Doubt Spike (Week 12),2025-03-17 00:06:39,2025-03-23 23:59:27,"p0000572,p0000897,p0002543,p0002841,p0003304,p0003483,p0003874,p0004464,p0004645,p0005178,p0006046,p0007850,p0007996,p0010147,p0010577,p0010830,p0010921,p0010950,p0011254,p0011349"
n00373,XCY,Doubt Spike (Week 13),2025-03-24 00:31:33,2025-03-30 23:11:41,"p0000130,p0000212,p0000300,p0000370,p0000401,p0001581,p0001911,p0002648,p0003673,p0003934,p0004356,p0004541,p0005709,p0005715,p0005740,p0006845,p0007064,p0008086,p0008202,p0011825"
